"URL_ID","URL","POSITIVE SCORE","NEGATIVE SCORE","POLARITY SCORE","SUBJECTIVITY SCORE","AVG SENTENCE LENGTH","PERCENTAGE OF COMPLEX WORDS","FOG INDEX","COMPLEX WORD COUNT","WORD COUNT","SYLLABLE PER WORD","PERSONAL PRONOUNS","AVG WORD LENGTH"
"bctech2127","https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/","16","1","0.88235288927336","0.050898203440425","22.266666666667","0.2814371257485","9.0192415169661","94","334","2.1706586826347","4","7.251497005988"
"bctech2128","https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/","12","1","0.84615378106509","0.042904290287445","15.947368421053","0.31023102310231","6.503039777662","94","303","2.1947194719472","5","7.1353135313531"
"bctech2129","https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/","7","1","0.74999990625001","0.05128205095332","31.2","0.37179487179487","12.628717948718","58","156","2.3205128205128","3","7.4102564102564"
"bctech2130","https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/","10","1","0.81818174380166","0.053398057993213","20.6","0.33980582524272","8.3759223300971","70","206","2.2233009708738","2","7.2233009708738"
"bctech2131","https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/","14","1","0.86666660888889","0.069444444122942","21.6","0.35648148148148","8.7825925925926","77","216","2.2314814814815","2","7.2083333333333"
"bctech2132","https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/","11","3","0.57142853061225","0.070351758440443","33.166666666667","0.33668341708543","13.401340033501","67","199","2.1909547738693","2","7.1206030150754"
"bctech2133","https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/","11","4","0.46666663555556","0.076142131593187","17.909090909091","0.36548223350254","7.3098292570374","72","197","2.2690355329949","2","7.2335025380711"
"bctech2134","https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/","10","2","0.66666661111112","0.062499999674479","19.2","0.34375","7.8175","66","192","2.2291666666667","2","7.2708333333333"
"bctech2135","https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/","17","1","0.88888883950618","0.057324840581768","17.444444444444","0.29936305732484","7.0975230007077","94","314","2.1369426751592","9","7.0796178343949"
"bctech2136","https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/","8","1","0.77777769135803","0.038793103281064","21.090909090909","0.31896551724138","8.5639498432602","74","232","2.176724137931","6","7.0603448275862"
"bctech2137","https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/","10","9","0.052631576177285","0.04896907203874","20.421052631579","0.31185567010309","8.2931633206728","121","388","2.1546391752577","5","6.8427835051546"
"bctech2138","https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/","17","4","0.61904758956916","0.077777777489712","19.285714285714","0.3037037037037","7.8357671957672","82","270","2.1185185185185","3","7.062962962963"
"bctech2139","https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/","20","3","0.7391304026465","0.065902578607729","15.173913043478","0.34097421203438","6.2059549022051","119","349","2.3008595988539","14","7.3123209169054"
"bctech2140","https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/","16","4","0.59999997","0.065146579592356","18.058823529412","0.30618892508143","7.3460049817973","94","307","2.1921824104235","9","7.0488599348534"
"bctech2141","https://insights.blackcoffer.com/real-estate-data-warehouse/","13","1","0.85714279591837","0.042424242295684","18.333333333333","0.28484848484848","7.4472727272727","94","330","2.1030303030303","3","6.9333333333333"
"bctech2142","https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/","11","2","0.69230763905326","0.041269841138826","18.529411764706","0.2984126984127","7.5311297852474","94","315","2.0825396825397","10","6.9079365079365"
"bctech2143","https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/","10","1","0.81818174380166","0.045081967028353","20.333333333333","0.3155737704918","8.2595628415301","77","244","2.1639344262295","2","6.922131147541"
"bctech2144","https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/","9","3","0.49999995833334","0.0495867766546","30.25","0.28099173553719","12.212396694215","68","242","2.095041322314","2","6.9297520661157"
"bctech2145","https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/","11","1","0.83333326388889","0.051724137708086","21.090909090909","0.31465517241379","8.5622257053292","73","232","2.2155172413793","2","7.1551724137931"
"bctech2146","https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/","11","1","0.83333326388889","0.050632911178764","23.7","0.31645569620253","9.606582278481","75","237","2.1729957805907","2","7.0675105485232"
"bctech2147","https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/","10","1","0.81818174380166","0.046808510439113","19.583333333333","0.31489361702128","7.9592907801418","74","235","2.1872340425532","2","7.1446808510638"
"bctech2148","https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/","9","1","0.79999992000001","0.046296296081962","27","0.34722222222222","10.938888888889","75","216","2.1898148148148","2","7.0648148148148"
"bctech2149","https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/","11","1","0.83333326388889","0.055045871307129","24.222222222222","0.3256880733945","9.8191641182467","71","218","2.2064220183486","2","7.105504587156"
"bctech2150","https://insights.blackcoffer.com/marbles-stimulation-using-python/","11","3","0.57142853061225","0.056910568874347","16.4","0.32113821138211","6.6884552845528","79","246","2.1585365853659","4","6.9471544715447"
"bctech2151","https://insights.blackcoffer.com/stocktwits-data-structurization/","21","11","0.31249999023438","0.045845272140623","13.423076923077","0.24641833810888","5.4677981044743","172","698","2.0157593123209","8","6.7249283667622"
"bctech2152","https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/","16","8","0.33333331944444","0.055427251604094","17.32","0.35796766743649","7.0711870669746","155","433","2.2540415704388","7","7.2448036951501"
"bctech2153","https://insights.blackcoffer.com/population-and-community-survey-of-america/","20","9","0.37931033174792","0.042772861293845","17.842105263158","0.27433628318584","7.2465766185375","186","678","2.0973451327434","5","6.8510324483776"
"bctech2154","https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/","28","20","0.16666666319444","0.048048047999952","14.478260869565","0.26126126126126","5.8958088523306","261","999","2.0640640640641","9","6.7567567567568"
"bctech2155","https://insights.blackcoffer.com/healthcare-data-analysis/","15","8","0.30434781285444","0.08812260502635","17.4","0.28352490421456","7.0734099616858","74","261","2.1149425287356","13","6.8390804597701"
"bctech2156","https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/","7","1","0.74999990625001","0.0499999996875","32","0.375","12.95","60","160","2.3625","2","7.66875"
"bctech2157","https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/","9","1","0.79999992000001","0.046296296081962","19.636363636364","0.34722222222222","7.9934343434343","75","216","2.1990740740741","3","7.0740740740741"
